DateRecorded,State,CountyName,AllBedOccupancyRate
05/13/2020,LA,Acadia,0.28
05/13/2020,LA,Allen,0.16
05/13/2020,LA,Ascension,0.44
05/13/2020,LA,Avoyelles,0.31
05/13/2020,LA,Beauregard,0.56
05/13/2020,LA,Bienville,0.25
05/13/2020,LA,Bossier,0.66
05/13/2020,LA,Caddo,0.66
05/13/2020,LA,Calcasieu,0.42
05/13/2020,LA,Caldwell,0.15
05/13/2020,LA,Claiborne,0.36
05/13/2020,LA,Concordia,0.61
05/13/2020,LA,De Soto,0.11
05/13/2020,LA,East Baton Rouge,0.59
05/13/2020,LA,East Carroll,0.14
05/13/2020,LA,East Feliciana,0.89
05/13/2020,LA,Evangeline,0.18
05/13/2020,LA,Franklin,0.23
05/13/2020,LA,Iberia,0.43
05/13/2020,LA,Jackson,0.12
05/13/2020,LA,Jefferson,0.6
05/13/2020,LA,Jefferson Davis,0.54
05/13/2020,LA,La Salle,0.31
05/13/2020,LA,Lafayette,0.66
05/13/2020,LA,Lafourche,0.43
05/13/2020,LA,Lincoln,0.48
05/13/2020,LA,Madison,0.11
05/13/2020,LA,Morehouse,0.56
05/13/2020,LA,Natchitoches,0.39
05/13/2020,LA,Orleans,0.59
05/13/2020,LA,Ouachita,0.6
05/13/2020,LA,Pointe Coupee,0.15
05/13/2020,LA,Rapides,0.66
05/13/2020,LA,Red River,0.58
05/13/2020,LA,Richland,0.23
05/13/2020,LA,Sabine,0.07
05/13/2020,LA,St. Bernard,0.38
05/13/2020,LA,St. Charles,0.21
05/13/2020,LA,St. Helena,0.17
05/13/2020,LA,St. James,0.56
05/13/2020,LA,St. Landry,0.45
05/13/2020,LA,St. Martin,0.67
05/13/2020,LA,St. Mary,0.17
05/13/2020,LA,St. Tammany,0.5
05/13/2020,LA,Tangipahoa,0.48
05/13/2020,LA,Terrebonne,0.45
05/13/2020,LA,Union,0.28
05/13/2020,LA,Vermilion,0.34
05/13/2020,LA,Vernon,0.4
05/13/2020,LA,Washington,0.29
05/13/2020,LA,Webster,0.21
05/13/2020,LA,West Carroll,0.55
05/13/2020,LA,West Feliciana,0.07
05/13/2020,LA,Winn,0.28
05/13/2020,MA,Barnstable,0.74
05/13/2020,MA,Berkshire,0.71
05/13/2020,MA,Bristol,0.59
05/13/2020,MA,Dukes,0.6
05/13/2020,MA,Essex,0.64
05/13/2020,MA,Franklin,0.57
05/13/2020,MA,Hampden,0.68
05/13/2020,MA,Hampshire,0.56
05/13/2020,MA,Middlesex,0.63
05/13/2020,MA,Nantucket,0.35
05/13/2020,MA,Norfolk,0.66
05/13/2020,MA,Plymouth,0.75
05/13/2020,MA,Suffolk,0.83
05/13/2020,MA,Worcester,0.76
05/13/2020,MD,Allegany,0.73
05/13/2020,MD,Anne Arundel,0.78
05/13/2020,MD,Baltimore,0.75
05/13/2020,MD,Calvert,0.8
05/13/2020,MD,Carroll,0.5
05/13/2020,MD,Cecil,0.59
05/13/2020,MD,Charles,0.76
05/13/2020,MD,Dorchester,0.93
05/13/2020,MD,Frederick,0.76
05/13/2020,MD,Garrett,0.65
05/13/2020,MD,Harford,0.77
05/13/2020,MD,Howard,0.79
05/13/2020,MD,Kent,0.37
05/13/2020,MD,Montgomery,0.75
05/13/2020,MD,Prince George's,0.64
05/13/2020,MD,Somerset,0.52
05/13/2020,MD,St. Mary's,0.74
05/13/2020,MD,Talbot,0.65
05/13/2020,MD,Washington,0.67
05/13/2020,MD,Wicomico,0.6
05/13/2020,MD,Worcester,0.59
05/13/2020,ME,Androscoggin,0.48
05/13/2020,ME,Aroostook,0.46
05/13/2020,ME,Cumberland,0.7
05/13/2020,ME,Franklin,0.38
05/13/2020,ME,Hancock,0.42
05/13/2020,ME,Kennebec,0.79
05/13/2020,ME,Knox,0.55
05/13/2020,ME,Lincoln,0.5
05/13/2020,ME,Oxford,0.45
05/13/2020,ME,Penobscot,0.75
05/13/2020,ME,Piscataquis,0.58
05/13/2020,ME,Somerset,0.52
05/13/2020,ME,Waldo,0.65
05/13/2020,ME,Washington,0.37
05/13/2020,ME,York,0.5
05/13/2020,MI,Alger,0.11
05/13/2020,MI,Allegan,0.23
05/13/2020,MI,Alpena,0.34
05/13/2020,MI,Arenac,0.12
05/13/2020,MI,Baraga,0.24
05/13/2020,MI,Barry,0.58
05/13/2020,MI,Bay,0.56
05/13/2020,MI,Berrien,0.48
05/13/2020,MI,Branch,0.37
05/13/2020,MI,Calhoun,0.52
05/13/2020,MI,Cass,0.1
05/13/2020,MI,Charlevoix,0.28
05/13/2020,MI,Chippewa,0.54
05/13/2020,MI,Clare,0.14
05/13/2020,MI,Clinton,0.28
05/13/2020,MI,Crawford,0.4
05/13/2020,MI,Delta,0.52
05/13/2020,MI,Dickinson,0.58
05/13/2020,MI,Eaton,0.19
05/13/2020,MI,Emmet,0.51
05/13/2020,MI,Genesee,0.71
05/13/2020,MI,Gladwin,0.12
05/13/2020,MI,Gogebic,0.38
05/13/2020,MI,Grand Traverse,0.61
05/13/2020,MI,Gratiot,0.61
05/13/2020,MI,Hillsdale,0.31
05/13/2020,MI,Houghton,0.32
05/13/2020,MI,Huron,0.18
05/13/2020,MI,Ingham,0.65
05/13/2020,MI,Ionia,0.28
05/13/2020,MI,Iosco,0.21
05/13/2020,MI,Iron,0.24
05/13/2020,MI,Isabella,0.3
05/13/2020,MI,Jackson,0.63
05/13/2020,MI,Kalamazoo,0.64
05/13/2020,MI,Kalkaska,0.15
05/13/2020,MI,Kent,0.74
05/13/2020,MI,Lapeer,0.36
05/13/2020,MI,Lenawee,0.28
05/13/2020,MI,Livingston,0.48
05/13/2020,MI,Luce,0.19
05/13/2020,MI,Mackinac,0.39
05/13/2020,MI,Macomb,0.64
05/13/2020,MI,Manistee,0.21
05/13/2020,MI,Marquette,0.43
05/13/2020,MI,Mason,0.43
05/13/2020,MI,Mecosta,0.4
05/13/2020,MI,Midland,0.51
05/13/2020,MI,Monroe,0.37
05/13/2020,MI,Montcalm,0.26
05/13/2020,MI,Muskegon,0.56
05/13/2020,MI,Newaygo,0.52
05/13/2020,MI,Oakland,0.67
05/13/2020,MI,Oceana,0.1
05/13/2020,MI,Ogemaw,0.23
05/13/2020,MI,Ontonagon,0.05
05/13/2020,MI,Osceola,0.16
05/13/2020,MI,Otsego,0.39
05/13/2020,MI,Ottawa,0.37
05/13/2020,MI,Saginaw,0.7
05/13/2020,MI,Sanilac,0.14
05/13/2020,MI,Schoolcraft,0.38
05/13/2020,MI,Shiawassee,0.42
05/13/2020,MI,St. Clair,0.52
05/13/2020,MI,St. Joseph,0.18
05/13/2020,MI,Tuscola,0.1
05/13/2020,MI,Van Buren,0.1
05/13/2020,MI,Washtenaw,0.78
05/13/2020,MI,Wayne,0.66
05/13/2020,MI,Wexford,0.52
05/13/2020,MN,Aitkin,0.39
05/13/2020,MN,Anoka,0.74
05/13/2020,MN,Becker,0.51
05/13/2020,MN,Beltrami,0.51
05/13/2020,MN,Big Stone,0.13
05/13/2020,MN,Blue Earth,0.68
05/13/2020,MN,Brown,0.3
05/13/2020,MN,Carlton,0.33
05/13/2020,MN,Carver,0.56
05/13/2020,MN,Cass,0.01
05/13/2020,MN,Chippewa,0.25
05/13/2020,MN,Chisago,0.51
05/13/2020,MN,Clearwater,0.11
05/13/2020,MN,Cook,0.2
05/13/2020,MN,Cottonwood,0.19
05/13/2020,MN,Crow Wing,0.43
05/13/2020,MN,Dakota,0.65
05/13/2020,MN,Douglas,0.33
05/13/2020,MN,Faribault,0.37
05/13/2020,MN,Freeborn,0.25
05/13/2020,MN,Goodhue,0.36
05/13/2020,MN,Grant,0.17
05/13/2020,MN,Hennepin,0.69
05/13/2020,MN,Hubbard,0.48
05/13/2020,MN,Isanti,0.4
05/13/2020,MN,Itasca,0.26
05/13/2020,MN,Jackson,0.15
05/13/2020,MN,Kanabec,0.38
05/13/2020,MN,Kandiyohi,0.46
05/13/2020,MN,Kittson,0.1
05/13/2020,MN,Koochiching,0.34
05/13/2020,MN,Lac qui Parle,0.18
05/13/2020,MN,Lake,0.41
05/13/2020,MN,Lake of the Woods,0.2
05/13/2020,MN,Le Sueur,0.2
05/13/2020,MN,Lincoln,0.07
05/13/2020,MN,Lyon,0.28
05/13/2020,MN,Mahnomen,0.14
05/13/2020,MN,Marshall,0.22
05/13/2020,MN,Martin,0.24
05/13/2020,MN,McLeod,0.41
05/13/2020,MN,Meeker,0.3
05/13/2020,MN,Mille Lacs,0.27
05/13/2020,MN,Morrison,0.37
05/13/2020,MN,Mower,0.27
05/13/2020,MN,Murray,0.16
05/13/2020,MN,Nicollet,0.47
05/13/2020,MN,Nobles,0.19
05/13/2020,MN,Norman,0.04
05/13/2020,MN,Olmsted,0.72
05/13/2020,MN,Otter Tail,0.23
05/13/2020,MN,Pennington,0.78
05/13/2020,MN,Pine,0.26
05/13/2020,MN,Pipestone,0.17
05/13/2020,MN,Polk,0.23
05/13/2020,MN,Pope,0.49
05/13/2020,MN,Ramsey,0.78
05/13/2020,MN,Redwood,0.21
05/13/2020,MN,Renville,0.27
05/13/2020,MN,Rice,0.37
05/13/2020,MN,Rock,0.27
05/13/2020,MN,Roseau,0.34
05/13/2020,MN,Scott,0.56
05/13/2020,MN,Sherburne,0.44
05/13/2020,MN,Sibley,0.15
05/13/2020,MN,St. Louis,0.63
05/13/2020,MN,Stearns,0.66
05/13/2020,MN,Steele,0.59
05/13/2020,MN,Stevens,0.29
05/13/2020,MN,Swift,0.13
05/13/2020,MN,Todd,0.55
05/13/2020,MN,Traverse,0.09
05/13/2020,MN,Wabasha,0.25
05/13/2020,MN,Wadena,0.28
05/13/2020,MN,Waseca,0.45
05/13/2020,MN,Washington,0.55
05/13/2020,MN,Watonwan,0.13
05/13/2020,MN,Wilkin,0.29
05/13/2020,MN,Winona,0.45
05/13/2020,MN,Wright,0.46
05/13/2020,MN,Yellow Medicine,0.16
05/13/2020,MO,Adair,0.52
05/13/2020,MO,Audrain,0.31
05/13/2020,MO,Barry,0.26
05/13/2020,MO,Barton,0.25
05/13/2020,MO,Bates,0.2
05/13/2020,MO,Boone,0.61
05/13/2020,MO,Buchanan,0.64
05/13/2020,MO,Butler,0.58
05/13/2020,MO,Callaway,0.66
05/13/2020,MO,Camden,0.47
05/13/2020,MO,Cape Girardeau,0.53
05/13/2020,MO,Carroll,0.22
05/13/2020,MO,Cass,0.38
05/13/2020,MO,Cedar,0.18
05/13/2020,MO,Clay,0.59
05/13/2020,MO,Clinton,0.6
05/13/2020,MO,Cole,0.45
05/13/2020,MO,Cooper,0.1
05/13/2020,MO,Crawford,0.58
05/13/2020,MO,Dent,0.39
05/13/2020,MO,Dunklin,0.2
05/13/2020,MO,Franklin,0.41
05/13/2020,MO,Gasconade,0.4
05/13/2020,MO,Gentry,0.22
05/13/2020,MO,Greene,0.72
05/13/2020,MO,Grundy,0.37
05/13/2020,MO,Harrison,0.45
05/13/2020,MO,Henry,0.62
05/13/2020,MO,Howell,0.44
05/13/2020,MO,Iron,0.26
05/13/2020,MO,Jackson,0.72
05/13/2020,MO,Jasper,0.55
05/13/2020,MO,Jefferson,0.41
05/13/2020,MO,Johnson,0.51
05/13/2020,MO,Laclede,0.38
05/13/2020,MO,Lafayette,0.29
05/13/2020,MO,Lawrence,0.24
05/13/2020,MO,Lincoln,0.35
05/13/2020,MO,Linn,0.12
05/13/2020,MO,Livingston,0.65
05/13/2020,MO,Macon,0.43
05/13/2020,MO,Madison,0.21
05/13/2020,MO,Marion,0.51
05/13/2020,MO,Newton,0.64
05/13/2020,MO,Nodaway,0.22
05/13/2020,MO,Pemiscot,0.35
05/13/2020,MO,Perry,0.65
05/13/2020,MO,Pettis,0.39
05/13/2020,MO,Phelps,0.31
05/13/2020,MO,Pike,0.17
05/13/2020,MO,Platte,0.67
05/13/2020,MO,Polk,0.5
05/13/2020,MO,Putnam,0.28
05/13/2020,MO,Randolph,0.27
05/13/2020,MO,Ray,0.33
05/13/2020,MO,Saline,0.27
05/13/2020,MO,Scotland,0.36
05/13/2020,MO,Scott,0.33
05/13/2020,MO,St. Charles,0.62
05/13/2020,MO,St. Clair,0.06
05/13/2020,MO,St. Francois,0.81
05/13/2020,MO,St. Louis,0.61
05/13/2020,MO,Ste. Genevieve,0.46
05/13/2020,MO,Stoddard,0.28
05/13/2020,MO,Sullivan,0.51
05/13/2020,MO,Taney,0.72
05/13/2020,MO,Texas,0.28
05/13/2020,MO,Vernon,0.2
05/13/2020,MO,Washington,0.38
05/13/2020,MS,Adams,0.36
05/13/2020,MS,Alcorn,0.54
05/13/2020,MS,Amite,0.54
05/13/2020,MS,Attala,0.34
05/13/2020,MS,Bolivar,0.21
05/13/2020,MS,Calhoun,0.49
05/13/2020,MS,Chickasaw,0.13
05/13/2020,MS,Choctaw,0.48
05/13/2020,MS,Claiborne,0.36
05/13/2020,MS,Clarke,0.43
05/13/2020,MS,Clay,0.4
05/13/2020,MS,Coahoma,0.17
05/13/2020,MS,Copiah,0.6
05/13/2020,MS,Covington,0.57
05/13/2020,MS,DeSoto,0.65
05/13/2020,MS,Forrest,0.78
05/13/2020,MS,Franklin,0.67
05/13/2020,MS,George,0.23
05/13/2020,MS,Greene,0.52
05/13/2020,MS,Grenada,0.4
05/13/2020,MS,Hancock,0.2
05/13/2020,MS,Harrison,0.57
05/13/2020,MS,Hinds,0.67
05/13/2020,MS,Holmes,0.28
05/13/2020,MS,Jackson,0.59
05/13/2020,MS,Jasper,0.32
05/13/2020,MS,Jefferson,0.09
05/13/2020,MS,Jefferson Davis,0.19
05/13/2020,MS,Jones,0.38
05/13/2020,MS,Kemper,0.4
05/13/2020,MS,Lafayette,0.57
05/13/2020,MS,Lamar,0.65
05/13/2020,MS,Lauderdale,0.45
05/13/2020,MS,Lawrence,0.26
05/13/2020,MS,Lee,0.63
05/13/2020,MS,Leflore,0.31
05/13/2020,MS,Lincoln,0.23
05/13/2020,MS,Lowndes,0.41
05/13/2020,MS,Madison,0.22
05/13/2020,MS,Marion,0.37
05/13/2020,MS,Marshall,0.2
05/13/2020,MS,Monroe,0.34
05/13/2020,MS,Montgomery,0.42
05/13/2020,MS,Neshoba,0.21
05/13/2020,MS,Newton,0.58
05/13/2020,MS,Noxubee,0.4
05/13/2020,MS,Oktibbeha,0.29
05/13/2020,MS,Panola,0.58
05/13/2020,MS,Pearl River,0.42
05/13/2020,MS,Perry,0.18
05/13/2020,MS,Pike,0.27
05/13/2020,MS,Pontotoc,0.62
05/13/2020,MS,Prentiss,0.16
05/13/2020,MS,Rankin,0.46
05/13/2020,MS,Scott,0.42
05/13/2020,MS,Sharkey,0.3
05/13/2020,MS,Simpson,0.29
05/13/2020,MS,Stone,0.54
05/13/2020,MS,Sunflower,0.42
05/13/2020,MS,Tallahatchie,1.0
05/13/2020,MS,Tippah,0.42
05/13/2020,MS,Tishomingo,0.26
05/13/2020,MS,Union,0.32
05/13/2020,MS,Walthall,0.19
05/13/2020,MS,Warren,0.33
05/13/2020,MS,Washington,0.47
05/13/2020,MS,Wayne,0.56
05/13/2020,MS,Webster,0.53
05/13/2020,MS,Yalobusha,0.6
05/13/2020,MS,Yazoo,0.45
05/13/2020,MT,Big Horn,0.3
05/13/2020,MT,Blaine,0.0
05/13/2020,MT,Broadwater,0.82
05/13/2020,MT,Carbon,0.55
05/13/2020,MT,Carter,0.63
05/13/2020,MT,Cascade,0.37
05/13/2020,MT,Chouteau,0.57
05/13/2020,MT,Custer,0.59
05/13/2020,MT,Daniels,0.83
05/13/2020,MT,Dawson,0.28
05/13/2020,MT,Deer Lodge,0.95
05/13/2020,MT,Fallon,0.59
05/13/2020,MT,Fergus,0.41
05/13/2020,MT,Flathead,0.6
05/13/2020,MT,Gallatin,0.7
05/13/2020,MT,Garfield,0.0
05/13/2020,MT,Glacier,0.15
05/13/2020,MT,Granite,0.83
05/13/2020,MT,Hill,0.2
05/13/2020,MT,Lake,0.4
05/13/2020,MT,Lewis and Clark,0.66
05/13/2020,MT,Liberty,0.84
05/13/2020,MT,Lincoln,0.29
05/13/2020,MT,Madison,0.33
05/13/2020,MT,McCone,0.53
05/13/2020,MT,Meagher,0.69
05/13/2020,MT,Mineral,0.65
05/13/2020,MT,Missoula,0.56
05/13/2020,MT,Musselshell,0.84
05/13/2020,MT,Park,0.46
05/13/2020,MT,Phillips,0.24
05/13/2020,MT,Pondera,0.13
05/13/2020,MT,Powell,0.19
05/13/2020,MT,Prairie,0.94
05/13/2020,MT,Ravalli,0.59
05/13/2020,MT,Richland,0.54
05/13/2020,MT,Roosevelt,0.4
05/13/2020,MT,Rosebud,0.34
05/13/2020,MT,Sanders,0.32
05/13/2020,MT,Sheridan,0.22
05/13/2020,MT,Silver Bow,0.57
05/13/2020,MT,Sweet Grass,0.83
05/13/2020,MT,Teton,0.9
05/13/2020,MT,Toole,0.16
05/13/2020,MT,Valley,0.19
05/13/2020,MT,Wheatland,0.77
05/13/2020,MT,Yellowstone,0.66
05/13/2020,NC,Alamance,0.57
05/13/2020,NC,Alleghany,0.14
05/13/2020,NC,Anson,0.13
05/13/2020,NC,Ashe,0.52
05/13/2020,NC,Avery,0.2
05/13/2020,NC,Beaufort,0.48
05/13/2020,NC,Bertie,0.63
05/13/2020,NC,Bladen,0.44
05/13/2020,NC,Brunswick,0.66
05/13/2020,NC,Buncombe,0.81
05/13/2020,NC,Burke,0.5
05/13/2020,NC,Cabarrus,0.67
05/13/2020,NC,Caldwell,0.5
05/13/2020,NC,Camden,0.61
05/13/2020,NC,Carteret,0.75
05/13/2020,NC,Catawba,0.45
05/13/2020,NC,Chatham,0.49
05/13/2020,NC,Cherokee,0.69
05/13/2020,NC,Chowan,0.63
05/13/2020,NC,Cleveland,0.4
05/13/2020,NC,Columbus,0.31
05/13/2020,NC,Craven,0.62
05/13/2020,NC,Cumberland,0.84
05/13/2020,NC,Dare,0.36
05/13/2020,NC,Davidson,0.46
05/13/2020,NC,Davie,0.57
05/13/2020,NC,Duplin,0.51
05/13/2020,NC,Durham,0.83
05/13/2020,NC,Edgecombe,0.41
05/13/2020,NC,Forsyth,0.75
05/13/2020,NC,Gaston,0.77
05/13/2020,NC,Granville,0.48
05/13/2020,NC,Guilford,0.68
05/13/2020,NC,Halifax,0.44
05/13/2020,NC,Harnett,0.37
05/13/2020,NC,Haywood,0.38
05/13/2020,NC,Henderson,0.53
05/13/2020,NC,Hertford,0.54
05/13/2020,NC,Hoke,0.2
05/13/2020,NC,Iredell,0.44
05/13/2020,NC,Jackson,0.42
05/13/2020,NC,Johnston,0.57
05/13/2020,NC,Lee,0.34
05/13/2020,NC,Lenoir,0.06
05/13/2020,NC,Lincoln,0.53
05/13/2020,NC,Macon,0.45
05/13/2020,NC,Martin,0.27
05/13/2020,NC,McDowell,0.46
05/13/2020,NC,Mecklenburg,0.79
05/13/2020,NC,Mitchell,0.47
05/13/2020,NC,Montgomery,0.49
05/13/2020,NC,Moore,0.68
05/13/2020,NC,Nash,0.5
05/13/2020,NC,New Hanover,0.83
05/13/2020,NC,Onslow,0.64
05/13/2020,NC,Orange,0.87
05/13/2020,NC,Pender,0.34
05/13/2020,NC,Person,0.24
05/13/2020,NC,Pitt,0.76
05/13/2020,NC,Polk,0.49
05/13/2020,NC,Randolph,0.27
05/13/2020,NC,Robeson,0.75
05/13/2020,NC,Rockingham,0.27
05/13/2020,NC,Rowan,0.72
05/13/2020,NC,Rutherford,0.27
05/13/2020,NC,Sampson,0.41
05/13/2020,NC,Scotland,0.57
05/13/2020,NC,Stanly,0.34
05/13/2020,NC,Stokes,0.27
05/13/2020,NC,Surry,0.38
05/13/2020,NC,Swain,0.28
05/13/2020,NC,Transylvania,0.61
05/13/2020,NC,Union,0.53
05/13/2020,NC,Vance,0.54
05/13/2020,NC,Wake,0.79
05/13/2020,NC,Washington,0.09
05/13/2020,NC,Watauga,0.41
05/13/2020,NC,Wayne,0.52
05/13/2020,NC,Wilkes,0.34
05/13/2020,NC,Wilson,0.27
05/13/2020,ND,Adams,0.28
05/13/2020,ND,Barnes,0.32
05/13/2020,ND,Bottineau,0.6
05/13/2020,ND,Bowman,0.13
05/13/2020,ND,Burleigh,0.63
05/13/2020,ND,Cass,0.71
05/13/2020,ND,Cavalier,0.08
05/13/2020,ND,Dickey,0.22
05/13/2020,ND,Divide,0.29
05/13/2020,ND,Emmons,0.1
05/13/2020,ND,Foster,0.13
05/13/2020,ND,Grand Forks,0.55
05/13/2020,ND,Grant,0.83
05/13/2020,ND,Griggs,0.11
05/13/2020,ND,McIntosh,0.11
05/13/2020,ND,McLean,0.67
05/13/2020,ND,Mercer,0.3
05/13/2020,ND,Morton,0.45
05/13/2020,ND,Mountrail,0.14
05/13/2020,ND,Nelson,0.11
05/13/2020,ND,Pembina,0.1
05/13/2020,ND,Pierce,0.29
05/13/2020,ND,Ramsey,0.41
05/13/2020,ND,Ransom,0.38
05/13/2020,ND,Rolette,0.24
05/13/2020,ND,Sioux,0.04
05/13/2020,ND,Stark,0.49
05/13/2020,ND,Stutsman,0.74
05/13/2020,ND,Towner,0.18
05/13/2020,ND,Traill,0.17
05/13/2020,ND,Walsh,0.39
05/13/2020,ND,Ward,0.61
05/13/2020,ND,Wells,0.21
05/13/2020,ND,Williams,0.38
05/13/2020,NE,Adams,0.45
05/13/2020,NE,Antelope,0.12
05/13/2020,NE,Boone,0.4
05/13/2020,NE,Box Butte,0.34
05/13/2020,NE,Boyd,0.04
05/13/2020,NE,Brown,0.13
05/13/2020,NE,Buffalo,0.37
05/13/2020,NE,Burt,0.05
05/13/2020,NE,Butler,0.22
05/13/2020,NE,Chase,0.07
05/13/2020,NE,Cherry,0.19
05/13/2020,NE,Cheyenne,0.29
05/13/2020,NE,Colfax,0.04
05/13/2020,NE,Cuming,0.2
05/13/2020,NE,Custer,0.13
05/13/2020,NE,Dawes,0.21
05/13/2020,NE,Dawson,0.23
05/13/2020,NE,Dodge,0.45
05/13/2020,NE,Douglas,0.71
05/13/2020,NE,Dundy,0.12
05/13/2020,NE,Franklin,0.04
05/13/2020,NE,Furnas,0.27
05/13/2020,NE,Gage,0.46
05/13/2020,NE,Garden,0.07
05/13/2020,NE,Hall,0.43
05/13/2020,NE,Hamilton,0.3
05/13/2020,NE,Harlan,0.11
05/13/2020,NE,Holt,0.29
05/13/2020,NE,Howard,0.15
05/13/2020,NE,Jefferson,0.16
05/13/2020,NE,Johnson,0.19
05/13/2020,NE,Kearney,0.2
05/13/2020,NE,Keith,0.13
05/13/2020,NE,Kimball,0.22
05/13/2020,NE,Knox,0.11
05/13/2020,NE,Lancaster,0.65
05/13/2020,NE,Lincoln,0.54
05/13/2020,NE,Madison,0.42
05/13/2020,NE,Merrick,0.16
05/13/2020,NE,Morrill,0.1
05/13/2020,NE,Nance,0.08
05/13/2020,NE,Nemaha,0.12
05/13/2020,NE,Nuckolls,0.19
05/13/2020,NE,Pawnee,0.11
05/13/2020,NE,Perkins,0.24
05/13/2020,NE,Phelps,0.4
05/13/2020,NE,Pierce,0.19
05/13/2020,NE,Platte,0.42
05/13/2020,NE,Polk,0.07
05/13/2020,NE,Red Willow,0.4
05/13/2020,NE,Rock,0.09
05/13/2020,NE,Saline,0.1
05/13/2020,NE,Sarpy,0.52
05/13/2020,NE,Saunders,0.13
05/13/2020,NE,Scotts Bluff,0.49
05/13/2020,NE,Seward,0.34
05/13/2020,NE,Sheridan,0.16
05/13/2020,NE,Thayer,0.19
05/13/2020,NE,Thurston,0.3
05/13/2020,NE,Valley,0.32
05/13/2020,NE,Washington,0.09
05/13/2020,NE,Wayne,0.21
05/13/2020,NE,Webster,0.08
05/13/2020,NE,York,0.25
05/13/2020,NH,Belknap,0.64
05/13/2020,NH,Carroll,0.5
05/13/2020,NH,Cheshire,0.61
05/13/2020,NH,Coos,0.38
05/13/2020,NH,Grafton,0.75
05/13/2020,NH,Hillsborough,0.66
05/13/2020,NH,Merrimack,0.71
05/13/2020,NH,Rockingham,0.7
05/13/2020,NH,Strafford,0.68
05/13/2020,NH,Sullivan,0.37
05/13/2020,NJ,Atlantic,0.65
05/13/2020,NJ,Bergen,0.74
05/13/2020,NJ,Burlington,0.68
05/13/2020,NJ,Camden,0.7
05/13/2020,NJ,Cape May,0.44
05/13/2020,NJ,Cumberland,0.76
05/13/2020,NJ,Essex,0.75
05/13/2020,NJ,Gloucester,0.46
05/13/2020,NJ,Hudson,0.61
05/13/2020,NJ,Hunterdon,0.61
05/13/2020,NJ,Mercer,0.8
05/13/2020,NJ,Middlesex,0.69
05/13/2020,NJ,Monmouth,0.65
05/13/2020,NJ,Morris,0.71
05/13/2020,NJ,Ocean,0.64
05/13/2020,NJ,Passaic,0.7
05/13/2020,NJ,Salem,0.27
05/13/2020,NJ,Somerset,0.73
05/13/2020,NJ,Sussex,0.74
05/13/2020,NJ,Union,0.66
05/13/2020,NJ,Warren,0.5
05/13/2020,NM,Bernalillo,0.73
05/13/2020,NM,Chaves,0.38
05/13/2020,NM,Cibola,0.23
05/13/2020,NM,Colfax,0.25
05/13/2020,NM,Curry,0.34
05/13/2020,NM,Doña Ana,0.65
05/13/2020,NM,Eddy,0.27
05/13/2020,NM,Grant,0.38
05/13/2020,NM,Guadalupe,0.16
05/13/2020,NM,Lea,0.25
05/13/2020,NM,Lincoln,0.44
05/13/2020,NM,Los Alamos,0.15
05/13/2020,NM,Luna,0.51
05/13/2020,NM,McKinley,0.42
05/13/2020,NM,Otero,0.53
05/13/2020,NM,Quay,0.09
05/13/2020,NM,Rio Arriba,0.42
05/13/2020,NM,Roosevelt,0.12
05/13/2020,NM,San Juan,0.48
05/13/2020,NM,San Miguel,0.2
05/13/2020,NM,Sandoval,0.54
05/13/2020,NM,Santa Fe,0.63
05/13/2020,NM,Sierra,0.37
05/13/2020,NM,Socorro,0.21
05/13/2020,NM,Taos,0.52
05/13/2020,NM,Union,0.09
05/13/2020,NV,Carson City,0.67
05/13/2020,NV,Churchill,0.55
05/13/2020,NV,Clark,0.71
05/13/2020,NV,Douglas,0.5
05/13/2020,NV,Elko,0.24
05/13/2020,NV,Humboldt,0.31
05/13/2020,NV,Lander,0.22
05/13/2020,NV,Lincoln,0.51
05/13/2020,NV,Lyon,0.16
05/13/2020,NV,Mineral,0.62
05/13/2020,NV,Nye,0.38
05/13/2020,NV,Pershing,0.1
05/13/2020,NV,Washoe,0.64
05/13/2020,NV,White Pine,0.19
05/13/2020,NY,Albany,0.77
05/13/2020,NY,Allegany,0.39
05/13/2020,NY,Bronx,0.84
05/13/2020,NY,Broome,0.65
05/13/2020,NY,Cattaraugus,0.43
05/13/2020,NY,Cayuga,0.58
05/13/2020,NY,Chautauqua,0.44
05/13/2020,NY,Chemung,0.62
05/13/2020,NY,Chenango,0.19
05/13/2020,NY,Clinton,0.45
05/13/2020,NY,Columbia,0.67
05/13/2020,NY,Cortland,0.32
05/13/2020,NY,Delaware,0.36
05/13/2020,NY,Dutchess,0.67
05/13/2020,NY,Erie,0.71
05/13/2020,NY,Essex,0.49
05/13/2020,NY,Franklin,0.28
05/13/2020,NY,Fulton,0.4
05/13/2020,NY,Genesee,0.39
05/13/2020,NY,Herkimer,0.61
05/13/2020,NY,Jefferson,0.43
05/13/2020,NY,Kings,0.77
05/13/2020,NY,Lewis,0.5
05/13/2020,NY,Livingston,0.33
05/13/2020,NY,Madison,0.33
05/13/2020,NY,Monroe,0.95
05/13/2020,NY,Montgomery,0.64
05/13/2020,NY,Nassau,0.76
05/13/2020,NY,New York,0.76
05/13/2020,NY,Niagara,0.54
05/13/2020,NY,Oneida,0.69
05/13/2020,NY,Onondaga,0.68
05/13/2020,NY,Ontario,0.45
05/13/2020,NY,Orange,0.77
05/13/2020,NY,Orleans,0.3
05/13/2020,NY,Oswego,0.29
05/13/2020,NY,Otsego,0.65
