DateRecorded,State,CountyName,AllBedOccupancyRate
05/13/2020,NY,Putnam,0.45
05/13/2020,NY,Queens,0.83
05/13/2020,NY,Rensselaer,0.55
05/13/2020,NY,Richmond,0.88
05/13/2020,NY,Rockland,0.7
05/13/2020,NY,Saratoga,0.88
05/13/2020,NY,Schenectady,0.75
05/13/2020,NY,Schoharie,0.27
05/13/2020,NY,Schuyler,0.39
05/13/2020,NY,St. Lawrence,0.51
05/13/2020,NY,Steuben,0.54
05/13/2020,NY,Suffolk,0.79
05/13/2020,NY,Sullivan,0.48
05/13/2020,NY,Tompkins,0.48
05/13/2020,NY,Ulster,0.51
05/13/2020,NY,Warren,0.38
05/13/2020,NY,Wayne,0.53
05/13/2020,NY,Westchester,0.74
05/13/2020,NY,Wyoming,0.32
05/13/2020,NY,Yates,0.23
05/13/2020,OH,Adams,0.54
05/13/2020,OH,Allen,0.53
05/13/2020,OH,Ashland,0.57
05/13/2020,OH,Ashtabula,0.58
05/13/2020,OH,Athens,0.64
05/13/2020,OH,Auglaize,0.43
05/13/2020,OH,Belmont,0.48
05/13/2020,OH,Butler,0.65
05/13/2020,OH,Champaign,0.32
05/13/2020,OH,Clark,0.61
05/13/2020,OH,Clermont,0.52
05/13/2020,OH,Clinton,0.38
05/13/2020,OH,Columbiana,0.4
05/13/2020,OH,Coshocton,0.31
05/13/2020,OH,Crawford,0.44
05/13/2020,OH,Cuyahoga,0.67
05/13/2020,OH,Darke,0.3
05/13/2020,OH,Defiance,0.32
05/13/2020,OH,Delaware,0.45
05/13/2020,OH,Erie,0.57
05/13/2020,OH,Fairfield,0.54
05/13/2020,OH,Fayette,0.39
05/13/2020,OH,Franklin,0.71
05/13/2020,OH,Fulton,0.31
05/13/2020,OH,Gallia,0.27
05/13/2020,OH,Geauga,0.41
05/13/2020,OH,Greene,0.57
05/13/2020,OH,Guernsey,0.46
05/13/2020,OH,Hamilton,0.71
05/13/2020,OH,Hancock,0.46
05/13/2020,OH,Hardin,0.14
05/13/2020,OH,Harrison,0.09
05/13/2020,OH,Henry,0.33
05/13/2020,OH,Highland,0.42
05/13/2020,OH,Hocking,0.41
05/13/2020,OH,Holmes,0.3
05/13/2020,OH,Huron,0.35
05/13/2020,OH,Jackson,0.31
05/13/2020,OH,Jefferson,0.5
05/13/2020,OH,Knox,0.52
05/13/2020,OH,Lake,0.61
05/13/2020,OH,Lawrence,0.53
05/13/2020,OH,Licking,0.4
05/13/2020,OH,Logan,0.3
05/13/2020,OH,Lorain,0.56
05/13/2020,OH,Lucas,0.59
05/13/2020,OH,Madison,0.27
05/13/2020,OH,Mahoning,0.67
05/13/2020,OH,Marion,0.39
05/13/2020,OH,Medina,0.51
05/13/2020,OH,Mercer,0.41
05/13/2020,OH,Miami,0.44
05/13/2020,OH,Monroe,0.11
05/13/2020,OH,Montgomery,0.6
05/13/2020,OH,Morrow,0.16
05/13/2020,OH,Muskingum,0.54
05/13/2020,OH,Ottawa,0.12
05/13/2020,OH,Paulding,0.18
05/13/2020,OH,Pickaway,0.18
05/13/2020,OH,Pike,0.28
05/13/2020,OH,Portage,0.41
05/13/2020,OH,Richland,0.58
05/13/2020,OH,Ross,0.59
05/13/2020,OH,Sandusky,0.15
05/13/2020,OH,Scioto,0.6
05/13/2020,OH,Seneca,0.48
05/13/2020,OH,Shelby,0.34
05/13/2020,OH,Stark,0.6
05/13/2020,OH,Summit,0.66
05/13/2020,OH,Trumbull,0.6
05/13/2020,OH,Tuscarawas,0.32
05/13/2020,OH,Union,0.29
05/13/2020,OH,Van Wert,0.63
05/13/2020,OH,Warren,0.44
05/13/2020,OH,Washington,0.6
05/13/2020,OH,Wayne,0.46
05/13/2020,OH,Williams,0.27
05/13/2020,OH,Wood,0.21
05/13/2020,OH,Wyandot,0.47
05/13/2020,OK,Adair,0.49
05/13/2020,OK,Atoka,0.3
05/13/2020,OK,Beaver,0.07
05/13/2020,OK,Beckham,0.54
05/13/2020,OK,Blaine,0.09
05/13/2020,OK,Bryan,0.36
05/13/2020,OK,Caddo,0.6
05/13/2020,OK,Canadian,0.32
05/13/2020,OK,Carter,0.4
05/13/2020,OK,Cherokee,0.48
05/13/2020,OK,Choctaw,0.31
05/13/2020,OK,Cimarron,0.1
05/13/2020,OK,Cleveland,0.63
05/13/2020,OK,Coal,0.21
05/13/2020,OK,Comanche,0.5
05/13/2020,OK,Craig,0.23
05/13/2020,OK,Creek,0.32
05/13/2020,OK,Custer,0.19
05/13/2020,OK,Delaware,0.29
05/13/2020,OK,Dewey,0.24
05/13/2020,OK,Ellis,0.08
05/13/2020,OK,Garfield,0.36
05/13/2020,OK,Garvin,0.21
05/13/2020,OK,Grady,0.19
05/13/2020,OK,Greer,0.24
05/13/2020,OK,Harmon,0.19
05/13/2020,OK,Harper,0.16
05/13/2020,OK,Haskell,0.25
05/13/2020,OK,Hughes,0.29
05/13/2020,OK,Jackson,0.52
05/13/2020,OK,Jefferson,0.11
05/13/2020,OK,Johnston,0.18
05/13/2020,OK,Kay,0.34
05/13/2020,OK,Kingfisher,0.21
05/13/2020,OK,Kiowa,0.16
05/13/2020,OK,Latimer,0.21
05/13/2020,OK,Le Flore,0.39
05/13/2020,OK,Lincoln,0.43
05/13/2020,OK,Logan,0.24
05/13/2020,OK,Love,0.35
05/13/2020,OK,Major,0.08
05/13/2020,OK,Marshall,0.21
05/13/2020,OK,Mayes,0.13
05/13/2020,OK,McClain,0.11
05/13/2020,OK,McCurtain,0.1
05/13/2020,OK,Murray,0.65
05/13/2020,OK,Muskogee,0.5
05/13/2020,OK,Noble,0.19
05/13/2020,OK,Nowata,0.2
05/13/2020,OK,Oklahoma,0.68
05/13/2020,OK,Okmulgee,0.21
05/13/2020,OK,Osage,0.36
05/13/2020,OK,Ottawa,0.16
05/13/2020,OK,Pawnee,0.45
05/13/2020,OK,Payne,0.23
05/13/2020,OK,Pittsburg,0.37
05/13/2020,OK,Pontotoc,0.47
05/13/2020,OK,Pottawatomie,0.63
05/13/2020,OK,Pushmataha,0.25
05/13/2020,OK,Roger Mills,0.15
05/13/2020,OK,Rogers,0.29
05/13/2020,OK,Seminole,0.18
05/13/2020,OK,Sequoyah,0.15
05/13/2020,OK,Stephens,0.47
05/13/2020,OK,Texas,0.17
05/13/2020,OK,Tulsa,0.69
05/13/2020,OK,Wagoner,0.35
05/13/2020,OK,Washington,0.46
05/13/2020,OK,Washita,0.19
05/13/2020,OK,Woods,0.21
05/13/2020,OK,Woodward,0.25
05/13/2020,OR,Baker,0.31
05/13/2020,OR,Benton,0.57
05/13/2020,OR,Clackamas,0.59
05/13/2020,OR,Clatsop,0.5
05/13/2020,OR,Coos,0.49
05/13/2020,OR,Crook,0.46
05/13/2020,OR,Curry,0.31
05/13/2020,OR,Deschutes,0.71
05/13/2020,OR,Douglas,0.51
05/13/2020,OR,Grant,0.41
05/13/2020,OR,Harney,0.25
05/13/2020,OR,Hood River,0.52
05/13/2020,OR,Jackson,0.61
05/13/2020,OR,Jefferson,0.31
05/13/2020,OR,Josephine,0.59
05/13/2020,OR,Klamath,0.48
05/13/2020,OR,Lake,0.3
05/13/2020,OR,Lane,0.8
05/13/2020,OR,Lincoln,0.4
05/13/2020,OR,Linn,0.45
05/13/2020,OR,Malheur,0.34
05/13/2020,OR,Marion,0.8
05/13/2020,OR,Morrow,0.28
05/13/2020,OR,Multnomah,0.74
05/13/2020,OR,Polk,0.24
05/13/2020,OR,Tillamook,0.52
05/13/2020,OR,Umatilla,0.68
05/13/2020,OR,Union,0.5
05/13/2020,OR,Wallowa,0.29
05/13/2020,OR,Wasco,0.4
05/13/2020,OR,Washington,0.59
05/13/2020,OR,Yamhill,0.61
05/13/2020,PA,Adams,0.61
05/13/2020,PA,Allegheny,0.63
05/13/2020,PA,Armstrong,0.32
05/13/2020,PA,Beaver,0.58
05/13/2020,PA,Bedford,0.26
05/13/2020,PA,Berks,0.72
05/13/2020,PA,Blair,0.66
05/13/2020,PA,Bradford,0.66
05/13/2020,PA,Bucks,0.58
05/13/2020,PA,Butler,0.56
05/13/2020,PA,Cambria,0.58
05/13/2020,PA,Carbon,0.5
05/13/2020,PA,Centre,0.62
05/13/2020,PA,Chester,0.6
05/13/2020,PA,Clarion,0.62
05/13/2020,PA,Clearfield,0.55
05/13/2020,PA,Clinton,0.15
05/13/2020,PA,Columbia,0.13
05/13/2020,PA,Crawford,0.44
05/13/2020,PA,Cumberland,0.74
05/13/2020,PA,Dauphin,0.81
05/13/2020,PA,Delaware,0.57
05/13/2020,PA,Elk,0.64
05/13/2020,PA,Erie,0.56
05/13/2020,PA,Fayette,0.51
05/13/2020,PA,Franklin,0.5
05/13/2020,PA,Fulton,0.33
05/13/2020,PA,Greene,0.35
05/13/2020,PA,Huntingdon,0.3
05/13/2020,PA,Indiana,0.42
05/13/2020,PA,Jefferson,0.39
05/13/2020,PA,Lackawanna,0.64
05/13/2020,PA,Lancaster,0.61
05/13/2020,PA,Lawrence,0.38
05/13/2020,PA,Lebanon,0.72
05/13/2020,PA,Lehigh,0.66
05/13/2020,PA,Luzerne,0.62
05/13/2020,PA,Lycoming,0.55
05/13/2020,PA,McKean,0.31
05/13/2020,PA,Mercer,0.34
05/13/2020,PA,Mifflin,0.33
05/13/2020,PA,Monroe,0.57
05/13/2020,PA,Montgomery,0.66
05/13/2020,PA,Montour,0.75
05/13/2020,PA,Northampton,0.64
05/13/2020,PA,Northumberland,0.75
05/13/2020,PA,Philadelphia,0.73
05/13/2020,PA,Potter,0.58
05/13/2020,PA,Schuylkill,0.72
05/13/2020,PA,Somerset,0.21
05/13/2020,PA,Susquehanna,0.3
05/13/2020,PA,Tioga,0.65
05/13/2020,PA,Union,0.4
05/13/2020,PA,Venango,0.45
05/13/2020,PA,Warren,0.7
05/13/2020,PA,Washington,0.41
05/13/2020,PA,Wayne,0.4
05/13/2020,PA,Westmoreland,0.67
05/13/2020,PA,Wyoming,0.06
05/13/2020,PA,York,0.71
05/13/2020,PR,Aguadilla,0.69
05/13/2020,PR,Aibonito,0.46
05/13/2020,PR,Arecibo,0.63
05/13/2020,PR,Bayamón,0.55
05/13/2020,PR,Cabo Rojo,0.39
05/13/2020,PR,Caguas,0.59
05/13/2020,PR,Carolina,0.55
05/13/2020,PR,Cayey,0.65
05/13/2020,PR,Cidra,0.82
05/13/2020,PR,Fajardo,0.38
05/13/2020,PR,Guayama,0.63
05/13/2020,PR,Guaynabo,0.14
05/13/2020,PR,Humacao,0.37
05/13/2020,PR,Manatí,0.73
05/13/2020,PR,Mayagüez,0.58
05/13/2020,PR,Moca,0.49
05/13/2020,PR,Ponce,0.65
05/13/2020,PR,San Germán,0.58
05/13/2020,PR,San Juan,0.6
05/13/2020,PR,Utuado,0.44
05/13/2020,PR,Vega Baja,0.26
05/13/2020,PR,Yauco,0.49
05/13/2020,RI,Kent,0.52
05/13/2020,RI,Newport,0.44
05/13/2020,RI,Providence,0.61
05/13/2020,RI,Washington,0.53
05/13/2020,SC,Abbeville,0.32
05/13/2020,SC,Aiken,0.61
05/13/2020,SC,Allendale,0.17
05/13/2020,SC,Anderson,0.72
05/13/2020,SC,Beaufort,0.6
05/13/2020,SC,Charleston,0.64
05/13/2020,SC,Cherokee,0.41
05/13/2020,SC,Chester,0.2
05/13/2020,SC,Chesterfield,0.55
05/13/2020,SC,Clarendon,0.47
05/13/2020,SC,Colleton,0.38
05/13/2020,SC,Darlington,0.38
05/13/2020,SC,Dillon,0.29
05/13/2020,SC,Edgefield,0.51
05/13/2020,SC,Fairfield,0.0
05/13/2020,SC,Florence,0.6
05/13/2020,SC,Georgetown,0.44
05/13/2020,SC,Greenville,0.72
05/13/2020,SC,Greenwood,0.51
05/13/2020,SC,Hampton,0.21
05/13/2020,SC,Horry,0.71
05/13/2020,SC,Jasper,0.69
05/13/2020,SC,Kershaw,0.39
05/13/2020,SC,Lancaster,0.42
05/13/2020,SC,Laurens,0.49
05/13/2020,SC,Lexington,0.79
05/13/2020,SC,Marion,0.23
05/13/2020,SC,Newberry,0.39
05/13/2020,SC,Oconee,0.47
05/13/2020,SC,Orangeburg,0.51
05/13/2020,SC,Pickens,0.3
05/13/2020,SC,Richland,0.68
05/13/2020,SC,Spartanburg,0.75
05/13/2020,SC,Sumter,0.75
05/13/2020,SC,Union,0.13
05/13/2020,SC,Williamsburg,0.4
05/13/2020,SC,York,0.74
05/13/2020,SD,Beadle,0.63
05/13/2020,SD,Bennett,0.22
05/13/2020,SD,Bon Homme,0.12
05/13/2020,SD,Brookings,0.26
05/13/2020,SD,Brown,0.47
05/13/2020,SD,Brule,0.19
05/13/2020,SD,Charles Mix,0.14
05/13/2020,SD,Clay,0.29
05/13/2020,SD,Codington,0.3
05/13/2020,SD,Custer,0.32
05/13/2020,SD,Davison,0.39
05/13/2020,SD,Day,0.1
05/13/2020,SD,Deuel,0.25
05/13/2020,SD,Douglas,0.2
05/13/2020,SD,Edmunds,0.2
05/13/2020,SD,Fall River,0.28
05/13/2020,SD,Faulk,0.24
05/13/2020,SD,Gregory,0.24
05/13/2020,SD,Haakon,0.62
05/13/2020,SD,Hand,0.11
05/13/2020,SD,Hughes,0.27
05/13/2020,SD,Hutchinson,0.18
05/13/2020,SD,Jerauld,0.11
05/13/2020,SD,Kingsbury,0.1
05/13/2020,SD,Lake,0.44
05/13/2020,SD,Lawrence,0.41
05/13/2020,SD,Lincoln,0.41
05/13/2020,SD,Marshall,0.11
05/13/2020,SD,Meade,0.54
05/13/2020,SD,Minnehaha,0.67
05/13/2020,SD,Moody,0.07
05/13/2020,SD,Pennington,0.56
05/13/2020,SD,Potter,0.28
05/13/2020,SD,Roberts,0.21
05/13/2020,SD,Shannon,0.26
05/13/2020,SD,Spink,0.17
05/13/2020,SD,Todd,0.1
05/13/2020,SD,Tripp,0.34
05/13/2020,SD,Turner,0.13
05/13/2020,SD,Union,0.22
05/13/2020,SD,Walworth,0.27
05/13/2020,SD,Yankton,0.35
05/13/2020,TN,Anderson,0.61
05/13/2020,TN,Bedford,0.2
05/13/2020,TN,Benton,0.14
05/13/2020,TN,Bledsoe,0.22
05/13/2020,TN,Blount,0.71
05/13/2020,TN,Bradley,0.57
05/13/2020,TN,Campbell,0.33
05/13/2020,TN,Cannon,0.21
05/13/2020,TN,Carroll,0.25
05/13/2020,TN,Carter,0.29
05/13/2020,TN,Cheatham,0.48
05/13/2020,TN,Claiborne,0.3
05/13/2020,TN,Clay,0.29
05/13/2020,TN,Cocke,0.56
05/13/2020,TN,Coffee,0.38
05/13/2020,TN,Cumberland,0.72
05/13/2020,TN,Davidson,0.79
05/13/2020,TN,DeKalb,0.07
05/13/2020,TN,Decatur,0.05
05/13/2020,TN,Dickson,0.6
05/13/2020,TN,Dyer,0.42
05/13/2020,TN,Fentress,0.14
05/13/2020,TN,Franklin,0.24
05/13/2020,TN,Gibson,0.1
05/13/2020,TN,Giles,0.2
05/13/2020,TN,Greene,0.25
05/13/2020,TN,Hamblen,0.35
05/13/2020,TN,Hamilton,0.76
05/13/2020,TN,Hardeman,0.05
05/13/2020,TN,Hardin,0.27
05/13/2020,TN,Hawkins,0.25
05/13/2020,TN,Henderson,0.07
05/13/2020,TN,Henry,0.45
05/13/2020,TN,Hickman,0.06
05/13/2020,TN,Houston,0.19
05/13/2020,TN,Humphreys,0.24
05/13/2020,TN,Jefferson,0.28
05/13/2020,TN,Johnson,0.08
05/13/2020,TN,Knox,0.72
05/13/2020,TN,Lauderdale,0.19
05/13/2020,TN,Lawrence,0.21
05/13/2020,TN,Lincoln,0.2
05/13/2020,TN,Loudon,0.87
05/13/2020,TN,Macon,0.42
05/13/2020,TN,Madison,0.54
05/13/2020,TN,Marshall,0.07
05/13/2020,TN,Maury,0.55
05/13/2020,TN,McMinn,0.28
05/13/2020,TN,Monroe,0.45
05/13/2020,TN,Montgomery,0.45
05/13/2020,TN,Obion,0.3
05/13/2020,TN,Overton,0.21
05/13/2020,TN,Perry,0.21
05/13/2020,TN,Putnam,0.75
05/13/2020,TN,Rhea,0.31
05/13/2020,TN,Roane,0.53
05/13/2020,TN,Robertson,0.27
05/13/2020,TN,Rutherford,0.7
05/13/2020,TN,Scott,0.18
05/13/2020,TN,Sevier,0.75
05/13/2020,TN,Shelby,0.68
05/13/2020,TN,Smith,0.35
05/13/2020,TN,Sullivan,0.66
05/13/2020,TN,Sumner,0.56
05/13/2020,TN,Tipton,0.15
05/13/2020,TN,Trousdale,0.14
05/13/2020,TN,Warren,0.14
05/13/2020,TN,Washington,0.71
05/13/2020,TN,Wayne,0.25
05/13/2020,TN,Weakley,0.43
05/13/2020,TN,White,0.11
05/13/2020,TN,Williamson,0.52
05/13/2020,TN,Wilson,0.26
05/13/2020,TX,Anderson,0.45
05/13/2020,TX,Andrews,0.18
05/13/2020,TX,Angelina,0.5
05/13/2020,TX,Atascosa,0.21
05/13/2020,TX,Austin,0.07
05/13/2020,TX,Bailey,0.09
05/13/2020,TX,Bastrop,0.19
05/13/2020,TX,Baylor,0.19
05/13/2020,TX,Bee,0.35
05/13/2020,TX,Bell,0.64
05/13/2020,TX,Bexar,0.65
05/13/2020,TX,Bosque,0.33
05/13/2020,TX,Bowie,0.51
05/13/2020,TX,Brazoria,0.43
05/13/2020,TX,Brazos,0.64
05/13/2020,TX,Brewster,0.35
05/13/2020,TX,Brown,0.39
05/13/2020,TX,Burleson,0.36
05/13/2020,TX,Burnet,0.41
05/13/2020,TX,Caldwell,0.64
05/13/2020,TX,Calhoun,0.4
05/13/2020,TX,Cameron,0.58
05/13/2020,TX,Camp,0.32
05/13/2020,TX,Castro,0.16
05/13/2020,TX,Chambers,0.09
05/13/2020,TX,Cherokee,0.76
05/13/2020,TX,Childress,0.19
05/13/2020,TX,Clay,0.06
05/13/2020,TX,Cochran,0.0
05/13/2020,TX,Coleman,0.32
05/13/2020,TX,Collin,0.69
05/13/2020,TX,Collingsworth,0.19
05/13/2020,TX,Colorado,0.18
05/13/2020,TX,Comal,0.55
05/13/2020,TX,Comanche,0.29
05/13/2020,TX,Concho,0.06
05/13/2020,TX,Cooke,0.38
05/13/2020,TX,Coryell,0.31
05/13/2020,TX,Crane,0.07
05/13/2020,TX,Crosby,0.07
05/13/2020,TX,Culberson,0.2
05/13/2020,TX,Dallas,0.66
05/13/2020,TX,Dawson,0.13
05/13/2020,TX,DeWitt,0.22
05/13/2020,TX,Deaf Smith,0.12
05/13/2020,TX,Denton,0.58
05/13/2020,TX,Dimmit,0.21
05/13/2020,TX,Eastland,0.24
05/13/2020,TX,Ector,0.55
05/13/2020,TX,El Paso,0.62
05/13/2020,TX,Ellis,0.49
05/13/2020,TX,Erath,0.3
05/13/2020,TX,Falls,0.09
05/13/2020,TX,Fannin,0.49
05/13/2020,TX,Fayette,0.26
05/13/2020,TX,Fisher,0.11
05/13/2020,TX,Floyd,0.16
05/13/2020,TX,Fort Bend,0.6
05/13/2020,TX,Freestone,0.12
05/13/2020,TX,Frio,0.22
05/13/2020,TX,Gaines,0.45
05/13/2020,TX,Galveston,0.68
05/13/2020,TX,Gillespie,0.36
05/13/2020,TX,Gonzales,0.18
05/13/2020,TX,Gray,0.13
05/13/2020,TX,Grayson,0.57
05/13/2020,TX,Gregg,0.5
05/13/2020,TX,Grimes,0.32
05/13/2020,TX,Guadalupe,0.32
05/13/2020,TX,Hale,0.4
05/13/2020,TX,Hamilton,0.2
05/13/2020,TX,Hansford,0.17
05/13/2020,TX,Hardeman,0.06
05/13/2020,TX,Harris,0.68
05/13/2020,TX,Harrison,0.55
05/13/2020,TX,Hartley,0.24
05/13/2020,TX,Haskell,0.09
05/13/2020,TX,Hays,0.47
05/13/2020,TX,Hemphill,0.08
05/13/2020,TX,Henderson,0.39
05/13/2020,TX,Hidalgo,0.55
05/13/2020,TX,Hill,0.24
05/13/2020,TX,Hockley,0.14
05/13/2020,TX,Hood,0.67
05/13/2020,TX,Hopkins,0.49
05/13/2020,TX,Howard,0.7
05/13/2020,TX,Hunt,0.66
05/13/2020,TX,Hutchinson,0.29
05/13/2020,TX,Jack,0.21
05/13/2020,TX,Jackson,0.11
05/13/2020,TX,Jasper,0.15
05/13/2020,TX,Jefferson,0.5
05/13/2020,TX,Jim Wells,0.29
05/13/2020,TX,Johnson,0.28
05/13/2020,TX,Jones,0.29
05/13/2020,TX,Karnes,0.16
05/13/2020,TX,Kaufman,0.8
05/13/2020,TX,Kerr,0.8
05/13/2020,TX,Kimble,0.09
05/13/2020,TX,Kleberg,0.55
05/13/2020,TX,Knox,0.04
05/13/2020,TX,Lamar,0.25
05/13/2020,TX,Lamb,0.11
05/13/2020,TX,Lampasas,0.31
05/13/2020,TX,Lavaca,0.24
05/13/2020,TX,Liberty,0.05
05/13/2020,TX,Limestone,0.14
05/13/2020,TX,Llano,0.05
05/13/2020,TX,Lubbock,0.6
05/13/2020,TX,Lynn,0.2
05/13/2020,TX,Madison,0.59
05/13/2020,TX,Martin,0.25
05/13/2020,TX,Matagorda,0.28
05/13/2020,TX,Maverick,0.5
05/13/2020,TX,McCulloch,0.22
05/13/2020,TX,McLennan,0.71
05/13/2020,TX,Medina,0.35
05/13/2020,TX,Midland,0.63
05/13/2020,TX,Mitchell,0.32
05/13/2020,TX,Montague,0.23
05/13/2020,TX,Montgomery,0.55
05/13/2020,TX,Moore,0.52
05/13/2020,TX,Nacogdoches,0.3
05/13/2020,TX,Navarro,0.38
05/13/2020,TX,Nolan,0.31
05/13/2020,TX,Nueces,0.7
05/13/2020,TX,Ochiltree,0.27
05/13/2020,TX,Palo Pinto,0.31
05/13/2020,TX,Panola,0.13
05/13/2020,TX,Parker,0.64
05/13/2020,TX,Parmer,0.11
05/13/2020,TX,Pecos,0.19
05/13/2020,TX,Polk,0.36
05/13/2020,TX,Potter,0.59
05/13/2020,TX,Reagan,0.07
05/13/2020,TX,Reeves,0.34
05/13/2020,TX,Refugio,0.08
05/13/2020,TX,Rockwall,0.65
05/13/2020,TX,Runnels,0.15
05/13/2020,TX,Rusk,0.3
05/13/2020,TX,Sabine,0.14
05/13/2020,TX,San Augustine,0.19
05/13/2020,TX,Scurry,0.29
05/13/2020,TX,Smith,0.73
05/13/2020,TX,Somervell,0.14
05/13/2020,TX,Starr,0.19
05/13/2020,TX,Stephens,0.2
05/13/2020,TX,Stonewall,0.14
05/13/2020,TX,Sutton,0.1
05/13/2020,TX,Swisher,0.21
05/13/2020,TX,Tarrant,0.68
05/13/2020,TX,Taylor,0.52
05/13/2020,TX,Terry,0.18
05/13/2020,TX,Throckmorton,0.07
05/13/2020,TX,Titus,0.62
05/13/2020,TX,Tom Green,0.48
05/13/2020,TX,Travis,0.73
05/13/2020,TX,Tyler,0.09
05/13/2020,TX,Upton,0.1
05/13/2020,TX,Uvalde,0.66
05/13/2020,TX,Val Verde,0.45
05/13/2020,TX,Victoria,0.42
05/13/2020,TX,Walker,0.61
05/13/2020,TX,Ward,0.27
05/13/2020,TX,Washington,0.22
05/13/2020,TX,Webb,0.68
05/13/2020,TX,Wharton,0.28
05/13/2020,TX,Wheeler,0.07
05/13/2020,TX,Wichita,0.7
05/13/2020,TX,Wilbarger,0.19
05/13/2020,TX,Williamson,0.67
05/13/2020,TX,Wilson,0.2
05/13/2020,TX,Winkler,0.12
05/13/2020,TX,Wise,0.68
05/13/2020,TX,Wood,0.32
05/13/2020,TX,Yoakum,0.18
05/13/2020,TX,Young,0.28
05/13/2020,UT,Beaver,0.66
05/13/2020,UT,Box Elder,0.17
05/13/2020,UT,Cache,0.32
05/13/2020,UT,Carbon,0.33
05/13/2020,UT,Davis,0.38
05/13/2020,UT,Duchesne,0.28
05/13/2020,UT,Garfield,0.2
05/13/2020,UT,Iron,0.37
05/13/2020,UT,Juab,0.45
05/13/2020,UT,Kane,0.54
05/13/2020,UT,Millard,0.39
05/13/2020,UT,Salt Lake,0.6
05/13/2020,UT,San Juan,0.2
05/13/2020,UT,Sanpete,0.31
05/13/2020,UT,Sevier,0.25
05/13/2020,UT,Summit,0.31
05/13/2020,UT,Tooele,0.33
05/13/2020,UT,Uintah,0.25
05/13/2020,UT,Utah,0.65
05/13/2020,UT,Wasatch,0.28
05/13/2020,UT,Washington,0.62
05/13/2020,UT,Weber,0.55
05/13/2020,VA,Albemarle,0.7
05/13/2020,VA,Alleghany,0.16
05/13/2020,VA,Arlington,0.87
05/13/2020,VA,Augusta,0.61
05/13/2020,VA,Bath,0.37
05/13/2020,VA,Bedford,0.41
05/13/2020,VA,Bristol,0.85
05/13/2020,VA,Buchanan,0.29
05/13/2020,VA,Charlottesville,0.75
05/13/2020,VA,Chesapeake,0.68
05/13/2020,VA,Chesterfield,0.67
05/13/2020,VA,Culpeper,0.47
05/13/2020,VA,Danville,0.58
05/13/2020,VA,Dickenson,0.06
05/13/2020,VA,Dinwiddie,0.17
05/13/2020,VA,Emporia,0.11
05/13/2020,VA,Essex,0.22
05/13/2020,VA,Fairfax,0.72
05/13/2020,VA,Fauquier,0.5
05/13/2020,VA,Franklin,0.14
05/13/2020,VA,Frederick,0.75
05/13/2020,VA,Fredericksburg,0.72
05/13/2020,VA,Galax,0.19
05/13/2020,VA,Giles,0.52
05/13/2020,VA,Gloucester,0.42
05/13/2020,VA,Halifax,0.39
05/13/2020,VA,Hampton,0.66
05/13/2020,VA,Hanover,0.75
05/13/2020,VA,Henrico,0.52
05/13/2020,VA,Hopewell,0.36
05/13/2020,VA,James City,0.74
05/13/2020,VA,Lancaster,0.48
05/13/2020,VA,Lexington,0.51
05/13/2020,VA,Loudoun,0.52
05/13/2020,VA,Lynchburg,0.73
05/13/2020,VA,Manassas,0.65
05/13/2020,VA,Mecklenburg,0.6
05/13/2020,VA,Montgomery,0.56
05/13/2020,VA,Newport News,0.72
05/13/2020,VA,Norfolk,0.78
05/13/2020,VA,Northampton,0.52
05/13/2020,VA,Norton,0.34
05/13/2020,VA,Nottoway,0.58
05/13/2020,VA,Page,0.4
05/13/2020,VA,Portsmouth,0.62
05/13/2020,VA,Prince Edward,0.47
05/13/2020,VA,Prince George,0.54
05/13/2020,VA,Prince William,0.71
05/13/2020,VA,Pulaski,0.18
05/13/2020,VA,Richmond,0.86
05/13/2020,VA,Roanoke,0.76
05/13/2020,VA,Rockingham,0.62
05/13/2020,VA,Russell,0.15
05/13/2020,VA,Salem,0.67
05/13/2020,VA,Shenandoah,0.55
05/13/2020,VA,Smyth,0.65
05/13/2020,VA,Spotsylvania,0.56
05/13/2020,VA,Stafford,0.51
05/13/2020,VA,Suffolk,0.72
05/13/2020,VA,Tazewell,0.18
05/13/2020,VA,Virginia Beach,0.83
05/13/2020,VA,Warren,0.37
05/13/2020,VA,Washington,0.66
05/13/2020,VA,Williamsburg,0.33
05/13/2020,VA,Wise,0.2
05/13/2020,VA,Wythe,0.19
05/13/2020,VT,Bennington,0.4
05/13/2020,VT,Caledonia,0.65
05/13/2020,VT,Chittenden,0.76
05/13/2020,VT,Franklin,0.4
05/13/2020,VT,Lamoille,0.57
05/13/2020,VT,Orange,0.53
05/13/2020,VT,Orleans,0.7
05/13/2020,VT,Rutland,0.73
05/13/2020,VT,Washington,0.73
05/13/2020,VT,Windham,0.71
05/13/2020,VT,Windsor,0.72
05/13/2020,WA,Adams,0.33
05/13/2020,WA,Asotin,0.48
05/13/2020,WA,Benton,0.69
05/13/2020,WA,Chelan,0.69
05/13/2020,WA,Clallam,0.52
05/13/2020,WA,Clark,0.66
05/13/2020,WA,Columbia,0.73
05/13/2020,WA,Cowlitz,0.53
05/13/2020,WA,Ferry,0.63
05/13/2020,WA,Franklin,0.7
05/13/2020,WA,Garfield,0.65
05/13/2020,WA,Grant,0.49
05/13/2020,WA,Grays Harbor,0.74
05/13/2020,WA,Island,0.65
05/13/2020,WA,Jefferson,0.51
05/13/2020,WA,King,0.74
